,X,Y
127,สิ่งดีงามควรรักษา,pos
128,ความสุขง่ายขึ้นอยู่ใจ,pos
129,อย่าทิ้งเค้า,pos
130,สำคัญ,pos
131,เข้มแข็งเข้าไว้สู้,pos
132,เห็นด้วย,pos
133,พูดดี,pos
134,แคร์ตัวเอง,pos
135,บินไปให้ถึงฝัน,pos
136,การทำความดี,pos
137,ชนะใจด้วยการกระทำ,pos
138,ความสมบูรณ์แบบ,pos
139,ความสุขในความคิด,pos
140,ชื่นชมทำได้ดีมาก,pos
141,ปังมาก,pos
142,ดีช่วยที่กำลังจะตกจากอาคารสูงน่าชื่นชม,pos
143,ชอบช่วยเหลือผู้อื่น,pos
144,มิตรภาพที่ดีที่สุด,pos
145,เชื่อมั่นคุณธรรมความดี,pos
146,หอมน่ากิน,pos
147,อยากรัก,pos
148,น่าเรียนจัง,pos
149,น่ากินน่าอร่อย,pos
150,ยินดีที่ได้รู้จัก,pos
151,ใส่บาตรทำบุญ,pos
152,นี้ที่ดี,pos
153,สู้ต่อไปสู้ต่อ,pos
154,แคร์ความรู้สึก,pos
155,เราโอเค,pos
156,ผูกพัน,pos
157,มากอดมา,pos
158,สนใจ,pos
159,กำลังใจ,pos
160,สำคัญสุด,pos
161,ขอข้ารองพระบาททุกชาติไป,pos
162,ไม่ไหนไม่คิดถึง,pos
163,เรารักในหลวง,pos
164,อยากรู้จักจัง,pos
165,ยกความดีความชอบให้,pos
166,ช่วงที่ดีที่สุด,pos
167,ไทยไม่ทิ้งเร่งช่วยเหลือ,pos
168,เหลือเชื่อมาก,pos
169,น่าตื่นเต้นและยิ่งใหญ่มาก,pos
170,เจ๋งไป,pos
171,ทำทุกอย่างเพื่อปกป้องโลก,pos
172,อดใจรอไม่ไหว,pos
173,พอใจการทำงาน,pos
174,ภาคภูมิใจ,pos
175,ศรัทธา,pos
176,เจริญเติบโตอย่างแข็งแกร่งและสวยงาม,pos
177,ตอบแทนความหวังดีด้วยการตั้งใจเรียนตั้งใจทำงาน,pos
178,อยากกลับไปรื้อฟื้นความทรงจำดี,pos
179,พยายามสุดความสามารถ,pos
180,จะสู้จนกว่าจะชนะ,pos
181,สนุกมาก,pos
182,สนุกสนาน,pos
183,ฉันเคยเกือบพลาดสิ่งที่ดีที่สุดในชีวิต,pos
184,ขอบคุณที่รัก,pos
185,อย่ายอมแพ้,pos
186,ถึงเส้นชัย,pos
187,ชัยชนะสิ่งที่คุ้มค่า,pos
188,อย่าอ่อนแอแม้จะร้องไห้,pos
189,อย่าอ่อนแอร้องไห้ไปสู้,pos
190,ศรัทธาไม่ท้อ,pos
191,อร่อยที่สุดในโลก,pos
192,จุดมุ่งหมายอันทะเยอทะยาน,pos
193,เซอร์ไพรส์,pos
194,จะไม่ลืมดีนี้,pos
195,สู้สู้,pos
196,นับช่วงชีวิตที่ดีที่สุดแม้แค่เพียงเวลาสั้น,pos
197,มาเชียร์เพื่อน,pos
198,รักให้ทำปากจู๋ขอหัวใจละดวงจุ้บ,pos
199,พยายามแบ๊ว,pos
200,ดีที่สุด,pos
201,ขอกำลังใจหน่อย,pos
202,ทุกพูดความจริง,pos
203,เธอน่ารักจังทำให้ใจเซ,pos
204,กล้องของที่สวยงาม,pos
205,ข่าวดีมาบอก,pos
206,น่ารักแถมความรู้ด้วยสนใจป่าว,pos
207,เธอเรียบร้อย,pos
208,ชอบจิตใจดีและขยันมากกว่า,pos
209,ปรบมือตามระเบียบ,pos
210,น้ำใจนักกีฬา,pos
211,ปลอดภัยไว้ก่อนป้องกันไว้,pos
212,เข้าใจง่ายสะดวกรวดเร็ว,pos
213,คุณค่าที่คู่ควร,pos
214,น่ารักอ่ะอยากเดินจับมือไปจนแก่,pos
215,ว้อนอยากได้,pos
216,ไม่อดตาย,pos
217,สนับสนุนส่งเสริมความสามัคคี,pos
218,อยู่ไหนก็รักเหมือนเดิม,pos
219,ขอกอดหน่อย,pos
220,ดีเนาะ,pos
221,ฝันดี,pos
222,ของอร่อยน่ากิน,pos
223,เห็นด้วย,pos
224,ดีต่อใจ,pos
225,ประหยัด,pos
226,เชียร์,pos
227,สดใส,pos
228,เก่งขึ้นมาก,pos
229,ขอบคุณที่ติดตาม,pos
230,ฝีมือพัฒนาเร็วมาก,pos
231,คำพูดหวานหวาน,pos
232,หวานน่ากิน,pos
233,จีบหวาน,pos
234,คบไหม,pos
235,แอบรัก,pos
236,คาดหวัง,pos
237,เขิน,pos
238,เพื่อนรัก,pos
239,ได้ฉันก็ได้,pos
240,ฝึกฝนจนเก่ง,pos
241,ชอบความรู้สึกแบบนี้น่ะ,pos
242,ตั้งเเต่เราคุยเหมือนเราเจอมากขึ้น,pos
243,ให้นึกถึง,pos
244,เชื่อมั่นในตนเอง,pos
245,แรงบันดาลใจให้ใฝ่เรียน,pos
246,ห่วงเสมอ,pos
247,ได้ฟังเพลงที่ชอบ,pos
248,แบบโมเม้นที่ความรักรักเราทำอะไรซักอย่างให้เรามั่นใจแบบนี้ได้โคตรปลื้มใจ,pos
249,ถึงแพ้ก็จะไม่ยอมถอย,pos
250,ลาก่อนเดี๋ยวได้เจออีก,pos
251,สู้ไม่ถอย,pos
252,,
253,,
254,,
255,,
256,,
257,,
258,,
259,,
260,,
261,,
262,,
263,,
264,,
265,,
266,,
267,,
268,,
269,,
270,,
271,,
272,,
273,,
274,,
275,,
276,,
277,,
278,,
279,,
280,,
281,,
282,,
283,,
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,,
295,,
296,,
297,,
298,,
299,,
300,,
301,,
302,,
303,,
304,,
305,,
306,,
307,,
308,,
309,,
310,,
311,,
312,,
313,,
314,,
315,,
316,,
317,,
318,,
319,,
320,,
321,,
322,,
323,,
324,,
325,,
326,,
327,,
328,,
329,,
330,,
331,,
332,,
333,,
334,,
335,,
336,,
337,,
338,,
339,,
340,,
341,,
342,,
343,,
344,,
345,,
346,,
347,,
348,,
349,,
350,,
351,,
352,,
353,,
354,,
355,,
356,,
357,,
358,,
359,,
360,,
361,,
362,,
363,,
364,,
365,,
366,,
367,,
368,,
369,,
370,,
371,,
372,,
373,,
374,,
375,,
376,,
377,,
378,,
379,,
380,,
381,,
382,,
383,,
384,,
385,,
386,,
387,,
388,,
389,,
390,,
391,,
392,,
393,,
394,,
395,,
396,,
397,,
398,,
399,,
400,,
401,,
402,,
403,,
404,,
405,,
406,,
407,,
408,,
409,,
410,,
411,,
412,,
413,,
414,,
415,,
416,,
417,,
418,,
419,,
420,,
421,,
422,,
423,,
424,,
425,,
426,,
427,,
428,,
429,,
430,,
431,,
432,,
433,,
434,,
435,,
436,,
437,,
438,,
439,,
440,,
441,,
442,,
443,,
444,,
445,,
446,,
447,,
448,,
449,,
450,,
451,,
452,,
453,,
454,,
455,,
456,,
457,,
458,,
459,,
460,,
461,,
462,,
463,,
464,,
465,,
466,ว้าย,
0,ไม่,neg
1,ไม่เรื่อง,neg
2,ทำกลับไม่,neg
3,ช่างเลวจริงๆ,neg
4,ผลงานย่ำแย่จนใกล้ตกชั้น,neg
5,อึดอัดไม่รัก,neg
6,ปวดหัวแท้ล้า,neg
7,ไม่เงินโว้ย,neg
8,ขี้เกียจล้านตัว,neg
9,แย่ว่ะ,neg
10,ทำไม่วะ,neg
11,ไม่ชอบ,neg
12,ร้อนตัวหรอ,neg
13,ไม่น่ารัก,neg
14,อำลานี้ไม่เจออีกน่ะ,neg
15,เวลาเหนื่อยนี่บ่นใครบ้าง,neg
16,เสีย,neg
17,เสียความรู้สึก,neg
18,นกบ่อยขนาดนี้ควรไปตายเกิดใหม่เถอะ,neg
19,เจ็บเจ็บอีก,neg
20,อิจฉาจัง,neg
21,ไม่ต่างสัตว์เดรัจฉาน,neg
22,หยังอายคิดอาย,neg
23,ทุเรศ,neg
24,ลั่นเบศพ,neg
25,ทุเรดสุด,neg
26,แบล็กลิสต์,neg
27,เพ้อเจ้อกคิดไปเอง มโนไปเอง,neg
28,ไม่ซาบซึ้ง,neg
29,ถูกทัณฑ์ทรนแห่งนรก,neg
30,ข่มขู่บีบบังคับ,neg
31,เดี่ยวเสียทีหลัง,neg
32,เธอมองข้าม,neg
33,นี้ไงถึงไม่อยากให้รู้เพราะว่าวุ่นวายเเค่นี้กพอเเล้ว,neg
34,หลอกให้รัก,neg
35,เเล้วทิ้งไป,neg
36,ขี้คร้าน,neg
37,อยู่ใกล้เอื้อม่ไปหาไม่,neg
38,สวยไงขนาดครีมยังขี้เกียจทา,neg
39,เมื่อยๆๆร่างกายอ่อนเพลีย,neg
40,ไม่น้ำหนัก,neg
41,ตำหนิ,neg
42,น้อย,neg
43,ไม่เคย,neg
44,หัวร้อน,neg
45,ยากกว่ากหลายเท่า,neg
46,เพราะผิดหวังเยอะ,neg
47,เจ็บเยอะ,neg
48,นั่งเสีย,neg
49,เสียน้ำตา,neg
50,มันแย่ก,neg
51,เบื่อจริงๆ,neg
52,เสื่อม,neg
53,เรื่องนี้บางครั้งมันเกินขอบเขตของคำว่าพอเกินไป,neg
54,ว่างไม่อะไรทำ,neg
55,ไม่สร้างสรรค์,neg
56,สนุกบนความทุกข์ความไม่สบายของอื่น,neg
57,กลัวเจ็บ,neg
58,เจ็บ,neg
59,ราคาแพงเกินไปไม่คุ้ม,neg
60,ทรณการเมินใส่เเต่ไม่บอกเลิก,neg
61,เลิกเถอะ,neg
62,ชอบขี้งอนและน้อย,neg
63,มันรู้สึกเหนื่อยจนไม่รู้ว่าระบายออกยังไง,neg
64,ฟุ้งซ่าน,neg
65,หิวกขี้เกียจลุกไปกิน,neg
66,เครียดปวดหัว,neg
67,มันเจ็บๆหัวว่ะ,neg
68,ล้มโดนเหยียบซ้ำโดนนินทาสารพัดผิดไปหมด,neg
69,เหี้ย,neg
70,อันตรายสุด,neg
71,อันตรายกกว่าคิด,neg
72,ร้องไห้เสียการลาจาก,neg
73,เบื่อละคร,neg
74,ฆ่าตัวตายจากปัญหาความเครียด,neg
75,สังเวยชีวิต,neg
76,น่ากลัวคือสังเวยชีวิต,neg
77,อีเหี้ย,neg
78,เหี้ยกว่านั้นคือกูร้องไห้ตาม,neg
79,ความตาย,neg
80,ขู่ให้ลบทันที,neg
81,โบกมืออำลา,neg
82,เสียกสอบไม่ติด,neg
83,กูโง่ขนาดนั้นหรอ,neg
84,ความรู้สึกกูเหี้ยก,neg
85,ผิดเองไม่พร้อม,neg
86,ประกาศช้า,neg
87,ไม่อยากลุ้น,neg
88,หมดอารมณ์,neg
89,สอบไม่ติดเสียหลาย,neg
90,เหนื่อยก,neg
91,อย่าน้อยเพราะทำไม่,neg
92,โครตผี,neg
93,โดดเดี่ยวไม่ใคร,neg
94,เหนื่อยจนไม่อยากทำอะไรละ,neg
95,ไม่ใครให้กำลัง,neg
96,หยิ่งเกินไป,neg
97,ฝันสลาย,neg
98,เหมือนฟ้าผ่าฟาดกลาง,neg
99,แพ้,neg
100,คือสุดยอดแห่งความห่วยแตก,neg
101,ความกังวล,neg
102,เจ็บ สุดๆด้วย,neg
103,หลอกแฟนๆ ด้วยมุขเดิมๆ,neg
104,หายหน้าหายตา ร้างราไปจากวงการตามกาลเวลา,neg
105,ยอมแพ้ ไม่รู้ทำยังไง,neg
106,ทอดทิ้ง,neg
107,ทุกอย่างไร้ค่า,neg
108,หวังอะไรลมๆ แล้งๆ,neg
109,น้ำใต้ศอก,neg
110,ขายขี้หน้า,neg
111,ไม่เห็นอะไร,neg
112,ไม่รู้หวังอะไร,neg
113,กลัวว่ามันไม่อนาคต,neg
114,อันนี้ค่อนข้างแย่อยู่,neg
115,ทำร้ายร่างกาย,neg
116,รำคาญ,neg
117,น่าเสียดาย,neg
118,ลำบาก,neg
119,ถึงไม่รัก,neg
120,ทรนเหมือนกันทำไม่,neg
121,ฉันเสียเธอไป,neg
122,มันยิ่งทำให้เค้าเจ็บปวด,neg
123,เจ็บแทบตาย,neg
124,ความหวังสุดท้ายหายไปละ,neg
125,โคตรทรน,neg
126,ท้อหมดแรง,neg
127,แพ้ให้ความไม่ชัดเจน,neg
128,ไม่พอ,neg
129,จนไม่เงินซื้อ,neg
130,หลอกว่ายังรักไหม,neg
131,พลาดหลายๆอย่างสำคัญไป,neg
132,พบการทุจริตคอรัปชั่น,neg
133,ให้ยากกว่าเดิม,neg
134,ไม่ความหย,neg
135,ออกอย่างรุนแรง,neg
136,ความน่ากลัว,neg
137,กลิ่นเหม็นจากดาวมรณะ,neg
138,อาคารบังอาจมองไม่เห็น,neg
139,แย่จัง,neg
140,กูปากหชอบด่า,neg
141,หลอกให้รักจากไป,neg
142,ไม่เห็นค่า,neg
143,ไม่ใครเห็นค่า,neg
144,ใส่กเกินไป,neg
145,เกินพอเกินไป,neg
146,ร้องไห้งอแงไม่ปลอบ,neg
147,กำแย่,neg
148,เจ้าชู้,neg
149,หน้าแบบเซ็งก,neg
150,ขัดจังหวะ,neg
151,ร้องไห้หนักก,neg
152,หงุดหวิดโว้ย,neg
153,ข่มขู่บังคับอยู่ยาก,neg
154,ไม่เต็ม,neg
155,ไอ้สัส,neg
156,ปวดหัวหัวระเบิด,neg
157,ตายห่าไป,neg
158,บีบคอตาย,neg
159,เสื่อมพัง,neg
160,ดวงไม่,neg
161,ไล่ออก,neg
162,กลัวจุดจบแบบนี้ั,neg
163,เลวร้าย,neg
164,หลงกไปเสียหาย,neg
165,ลำพังหนาว,neg
166,ปัญหา,neg
167,พูดให้ร้าย,neg
168,ทำชั่ว,neg
169,คำตอแหล,neg
170,สงสาร,neg
171,โหยหา,neg
172,ดราม่าเยอะ,neg
173,โครตกาก,neg
174,ทำงานบกพร่องจนทำให้เดือดร้อน,neg
175,เศร้าเสีย,neg
176,ท้อแท้หมดกำลัง,neg
177,ง่วงก,neg
178,ข้อสอบ,neg
179,อ่อนแอไร้ค่าไร้ความหย,neg
180,รบกวน,neg
181,เย็นชาไม่สนใคร,neg
182,อพยพหนีน้ำ,neg
183,ความทุกข์ยากลำบาก,neg
184,ล้อเล่นความรู้สึก,neg
185,สลดหนุ่มเตกคลองดับซัดเห็นมัวถ่ายรูปไม่ช่วย,neg
186,เสียชีวิตสลดเจ็บสาหัส,neg
187,หลอก,neg
188,น้ำป่าไหลท่วมฉับพลัน,neg
189,จมน้ำตายต่อหน้า,neg
190,สลดแม่ยักษ์ทิ้งลูกในไส้บนซากกองขยะ,neg
191,ขี้กลัวโดนผีหลอก,neg
192,แย่ลงไปหมด,neg
193,หมดศรัทธา,neg
194,ลอบสังหาร,neg
195,เขย่าขวัญน่ากลัว,neg
196,ฉันตื่นสายพลาดไปไม่ทันรถ,neg
197,พลาดไปเสีย,neg
198,ยอมแพ้,neg
199,ดราม่าหนัก,neg
200,เรียกร้องให้แบน,neg
201,วายร้าย,neg
202,ยังไม่แห้ง,neg
203,นินทา,neg
204,ไม่สบาย,neg
205,ไม่ใส่,neg
206,ขี้ลืม,neg
207,ลืม,neg
208,ไม่แข็งพอ,neg
209,เกลียดหน้ามึงอ่ะ,neg
210,ของไม่ตรงตามสั่งแม่งเสียความรู้สึกควย,neg
211,ไม่ใครจดจำ,neg
212,งานท่วมหัวทำตัวเหมือนว่าง,neg
213,แปลกหน้าไม่ใครรู้จัก,neg
214,โดนเทมันทำให้พัง,neg
215,น้อย,neg
216,อย่าให้พูดกวนก,neg
217,ยาโคตรขมไม่อร่อยรสชาติแย่,neg
218,ตอบยากจังว่ะตายหรือไง,neg
219,ผีเหี้ยไรเเม่งกูหมั่นใส้,neg
220,ประกาศผิด,neg
221,เดี๋ยวนี้ไม่ภาพเหมือนก่อนเห็นผิดบ่อยก,neg
222,เจอแบบนี้เสียความรู้สึก,neg
223,งานระดับนี้ผิดผลาดไง,neg
224,หมดความขลังของออสการ์,neg
225,ไม่รางวัลยังไม่อายขนาดนี้,neg
226,โหด,neg
227,ลามก,neg
228,ขยะแขยง,neg
229,เสือก,neg
230,อิจฉาสิ,neg
231,คอยเอาก้อนหินเขวี้ยงหเห่าตามทาง,neg
232,มันนินทา,neg
233,ผีห่าหมูหหาเรื่องนินทาอยู่,neg
234,อยู่เมืองดัดจริตเนี่ยมันอยู่ยากจริงเนอะ,neg
235,แพ้แล,neg
236,โดนแทงตาย,neg
237,ตายในหลุม,neg
238,เถื่อน,neg
239,มันขาดความการน้ำต่อเพื่อนมนุษย์,neg
240,พูดไม่รู้เรื่อง,neg
241,อดอยากไม่เงิน,neg
242,อดตาย,neg
243,สุดท้ายโดนหลอก,neg
244,เศรษฐกิจตกต่ำตกงาน,neg
245,หิวข้าว,neg
246,โกรธ,neg
247,สยองเกินบรรยาย,neg
248,ไฟไหม้ป่า,neg
249,เข้าผิด,neg
250,ไม่กล้า,neg
251,ทิ้ง,neg
0,เฉย,neu
1,นิ่ง,neu
2,เสมอ,neu
3,ตกลง,neu
4,อ่อ,neu
5,สัมภาษณ์,neu
6,เงียบ,neu
7,โอเค,neu
8,พูด,neu
9,ทำ,neu
10,ตรวจสอบ,neu
11,ตระหนัก,neu
12,รับรู้,neu
13,จับ,neu
14,เกาะ,neu
15,รูปแบบ,neu
16,พอกัน,neu
17,ขยับ,neu
18,เรื่อย,neu
19,พัก,neu
20,ส่อง,neu
21,มอง,neu
22,กีฬา,neu
23,เรียน,neu
24,เรื่อง,neu
25,ชาว,neu
26,บ้าน,neu
27,ชาวบ้าน,neu
28,หน้า,neu
29,ยกเว้น,neu
30,ตัวเอง,neu
31,มุม,neu
32,ตัดสิน,neu
33,วาง,neu
34,หยุด,neu
35,หรอ,neu
36,หรา,neu
37,ซัก,neu
38,รีด,neu
39,อยาก,neu
40,แอบ,neu
41,ฟัง,neu
42,ใส่,neu
43,ถ้า,neu
44,แปะมือ,neu
45,เดิม,neu
46,ดำรง,neu
47,นิยาม,neu
48,รอ,neu
49,ตอบ,neu
50,ตาม,neu
51,อะไร,neu
52,ธรรมชาติ,neu
53,เยอะ,neu
54,ทึ่ง,neu
55,เผื่อ,neu
56,สากล,neu
57,เป๊ะ,neu
58,จ้า,neu
59,คะ,neu
60,ค่ะ,neu
61,ครับ,neu
62,ผ่าน,neu
63,เพิ่ง,neu
64,เรียก,neu
65,บอก,neu
66,นำ,neu
67,พา,neu
68,พิสูจน์,neu
69,ใช้,neu
70,ต่อ,neu
71,เป็น,neu
72,จะ,neu
73,ทำ,neu
74,ที่,neu
75,เรื่อง,neu
76,เงิน,neu
77,ตัง,neu
78,ตังค์,neu
79,อาจ,neu
80,เปิดเผย,neu
81,เปิด,neu
82,ปิด,neu
83,พก,neu
84,ก็,neu
85,สอบ,neu
86,การ,neu
87,จะ,neu
88,ดู,neu
89,เดา,neu
90,เลย,neu
91,ไป,neu
92,กลาง,neu
93,แล้ว,neu
94,เป็นกลาง,neu
95,เดิน,neu
96,วิ่ง,neu
97,เล่น,neu
98,อาหาร,neu
99,คุณ,neu
100,เขา,neu
101,คน,neu
102,มี,neu
103,เว้น,neu
104,พา,neu
105,นำ,neu
106,ดื่ม,neu
107,มัน,neu
108,ปล่อย,neu
109,ย้าย,neu
110,ฝึก,neu
111,งาน,neu
112,สถานะ,neu
113,สภาวะ,neu
114,ธรรมดา,neu
115,นอน,neu
116,ชาติ,neu
117,คุ้น,neu
118,ด้วย,neu
119,สมัคร,neu
120,มาตรการ,neu
121,นะ,neu
122,กับ,neu
123,วัน,neu
124,ผู้หญิง,neu
125,ผู้ชาย,neu
126,ผู้,neu
127,ทำตาม,neu
