,X,Y
53,เรื่องนี้บางครั้งมันเกินขอบเขตของคำว่าพอเกินไป,neg
54,ว่างไม่อะไรทำ,neg
55,ไม่สร้างสรรค์,neg
56,สนุกบนความทุกข์ความไม่สบายของอื่น,neg
57,กลัวเจ็บ,neg
58,เจ็บ,neg
59,ราคาแพงเกินไปไม่คุ้ม,neg
60,ทรณการเมินใส่เเต่ไม่บอกเลิก,neg
61,เลิกเถอะ,neg
62,ชอบขี้งอนและน้อย,neg
63,มันรู้สึกเหนื่อยจนไม่รู้ว่าระบายออกยังไง,neg
64,ฟุ้งซ่าน,neg
65,หิวกขี้เกียจลุกไปกิน,neg
66,เครียดปวดหัว,neg
67,มันเจ็บๆหัวว่ะ,neg
68,ล้มโดนเหยียบซ้ำโดนนินทาสารพัดผิดไปหมด,neg
69,เหี้ย,neg
70,อันตรายสุด,neg
71,อันตรายกกว่าคิด,neg
72,ร้องไห้เสียการลาจาก,neg
73,เบื่อละคร,neg
74,ฆ่าตัวตายจากปัญหาความเครียด,neg
75,สังเวยชีวิต,neg
76,น่ากลัวคือสังเวยชีวิต,neg
77,อีเหี้ย,neg
78,เหี้ยกว่านั้นคือกูร้องไห้ตาม,neg
79,ความตาย,neg
80,ขู่ให้ลบทันที,neg
81,โบกมืออำลา,neg
82,เสียกสอบไม่ติด,neg
83,กูโง่ขนาดนั้นหรอ,neg
84,ความรู้สึกกูเหี้ยก,neg
85,ผิดเองไม่พร้อม,neg
86,ประกาศช้า,neg
87,ไม่อยากลุ้น,neg
88,หมดอารมณ์,neg
89,สอบไม่ติดเสียหลาย,neg
90,เหนื่อยก,neg
91,อย่าน้อยเพราะทำไม่,neg
92,โครตผี,neg
93,โดดเดี่ยวไม่ใคร,neg
94,เหนื่อยจนไม่อยากทำอะไรละ,neg
95,ไม่ใครให้กำลัง,neg
96,หยิ่งเกินไป,neg
97,ฝันสลาย,neg
98,เหมือนฟ้าผ่าฟาดกลาง,neg
99,แพ้,neg
100,คือสุดยอดแห่งความห่วยแตก,neg
101,ความกังวล,neg
102,เจ็บ สุดๆด้วย,neg
103,หลอกแฟนๆ ด้วยมุขเดิมๆ,neg
104,หายหน้าหายตา ร้างราไปจากวงการตามกาลเวลา,neg
105,ยอมแพ้ ไม่รู้ทำยังไง,neg
106,ทอดทิ้ง,neg
107,ทุกอย่างไร้ค่า,neg
108,หวังอะไรลมๆ แล้งๆ,neg
109,น้ำใต้ศอก,neg
110,ขายขี้หน้า,neg
111,ไม่เห็นอะไร,neg
112,ไม่รู้หวังอะไร,neg
113,กลัวว่ามันไม่อนาคต,neg
114,อันนี้ค่อนข้างแย่อยู่,neg
115,ทำร้ายร่างกาย,neg
116,รำคาญ,neg
117,น่าเสียดาย,neg
118,ลำบาก,neg
119,ถึงไม่รัก,neg
120,ทรนเหมือนกันทำไม่,neg
121,ฉันเสียเธอไป,neg
122,มันยิ่งทำให้เค้าเจ็บปวด,neg
123,เจ็บแทบตาย,neg
124,ความหวังสุดท้ายหายไปละ,neg
125,โคตรทรน,neg
126,ท้อหมดแรง,neg
127,แพ้ให้ความไม่ชัดเจน,neg
128,ไม่พอ,neg
129,จนไม่เงินซื้อ,neg
130,หลอกว่ายังรักไหม,neg
131,พลาดหลายๆอย่างสำคัญไป,neg
132,พบการทุจริตคอรัปชั่น,neg
133,ให้ยากกว่าเดิม,neg
134,ไม่ความหย,neg
135,ออกอย่างรุนแรง,neg
136,ความน่ากลัว,neg
137,กลิ่นเหม็นจากดาวมรณะ,neg
138,อาคารบังอาจมองไม่เห็น,neg
139,แย่จัง,neg
140,กูปากหชอบด่า,neg
141,หลอกให้รักจากไป,neg
142,ไม่เห็นค่า,neg
143,ไม่ใครเห็นค่า,neg
144,ใส่กเกินไป,neg
145,เกินพอเกินไป,neg
146,ร้องไห้งอแงไม่ปลอบ,neg
147,กำแย่,neg
148,เจ้าชู้,neg
149,หน้าแบบเซ็งก,neg
150,ขัดจังหวะ,neg
151,ร้องไห้หนักก,neg
152,หงุดหวิดโว้ย,neg
153,ข่มขู่บังคับอยู่ยาก,neg
154,ไม่เต็ม,neg
155,ไอ้สัส,neg
156,ปวดหัวหัวระเบิด,neg
157,ตายห่าไป,neg
158,บีบคอตาย,neg
159,เสื่อมพัง,neg
160,ดวงไม่,neg
161,ไล่ออก,neg
162,กลัวจุดจบแบบนี้ั,neg
163,เลวร้าย,neg
164,หลงกไปเสียหาย,neg
165,ลำพังหนาว,neg
166,ปัญหา,neg
167,พูดให้ร้าย,neg
168,ทำชั่ว,neg
169,คำตอแหล,neg
170,สงสาร,neg
171,โหยหา,neg
172,ดราม่าเยอะ,neg
173,โครตกาก,neg
174,ทำงานบกพร่องจนทำให้เดือดร้อน,neg
175,เศร้าเสีย,neg
176,ท้อแท้หมดกำลัง,neg
177,ง่วงก,neg
178,ข้อสอบ,neg
179,อ่อนแอไร้ค่าไร้ความหย,neg
180,รบกวน,neg
181,เย็นชาไม่สนใคร,neg
182,อพยพหนีน้ำ,neg
183,ความทุกข์ยากลำบาก,neg
184,ล้อเล่นความรู้สึก,neg
185,สลดหนุ่มเตกคลองดับซัดเห็นมัวถ่ายรูปไม่ช่วย,neg
186,เสียชีวิตสลดเจ็บสาหัส,neg
187,หลอก,neg
188,น้ำป่าไหลท่วมฉับพลัน,neg
189,จมน้ำตายต่อหน้า,neg
190,สลดแม่ยักษ์ทิ้งลูกในไส้บนซากกองขยะ,neg
191,ขี้กลัวโดนผีหลอก,neg
192,แย่ลงไปหมด,neg
193,หมดศรัทธา,neg
194,ลอบสังหาร,neg
195,เขย่าขวัญน่ากลัว,neg
196,ฉันตื่นสายพลาดไปไม่ทันรถ,neg
197,พลาดไปเสีย,neg
198,ยอมแพ้,neg
199,ดราม่าหนัก,neg
200,เรียกร้องให้แบน,neg
201,วายร้าย,neg
202,ยังไม่แห้ง,neg
203,นินทา,neg
204,ไม่สบาย,neg
205,ไม่ใส่,neg
206,ขี้ลืม,neg
207,ลืม,neg
208,ไม่แข็งพอ,neg
209,เกลียดหน้ามึงอ่ะ,neg
210,ของไม่ตรงตามสั่งแม่งเสียความรู้สึกควย,neg
211,ไม่ใครจดจำ,neg
212,งานท่วมหัวทำตัวเหมือนว่าง,neg
213,แปลกหน้าไม่ใครรู้จัก,neg
214,โดนเทมันทำให้พัง,neg
215,น้อย,neg
216,อย่าให้พูดวกวน,neg
217,ยาโคตรขมไม่อร่อยรสชาติแย่,neg
218,ตอบยากจังว่ะตายหรือไง,neg
219,ผีเหี้ยไรเเม่งกูหมั่นใส้,neg
220,ประกาศผิด,neg
221,เดี๋ยวนี้ไม่ภาพเหมือนก่อนเห็นผิดบ่อยก,neg
222,เจอแบบนี้เสียความรู้สึก,neg
223,งานระดับนี้ผิดผลาดไง,neg
224,หมดความขลังของออสการ์,neg
225,ไม่รางวัลยังไม่อายขนาดนี้,neg
226,โหด,neg
227,ลามก,neg
228,ขยะแขยง,neg
229,เสือก,neg
230,อิจฉาสิ,neg
231,คอยเอาก้อนหินเขวี้ยงหเห่าตามทาง,neg
232,มันนินทา,neg
233,ผีห่าหมูหหาเรื่องนินทาอยู่,neg
234,อยู่เมืองดัดจริตเนี่ยมันอยู่ยากจริงเนอะ,neg
235,แพ้แล,neg
236,โดนแทงตาย,neg
237,ตายในหลุม,neg
238,เถื่อน,neg
239,มันขาดความการน้ำต่อเพื่อนมนุษย์,neg
240,พูดไม่รู้เรื่อง,neg
241,อดอยากไม่เงิน,neg
242,อดตาย,neg
243,สุดท้ายโดนหลอก,neg
244,เศรษฐกิจตกต่ำตกงาน,neg
245,หิวข้าว,neg
246,โกรธ,neg
247,สยองเกินบรรยาย,neg
248,ไฟไหม้ป่า,neg
249,เข้าผิด,neg
250,ไม่กล้า,neg
251,ทิ้ง,neg
252,เสียไปง่าย,neg
253,อารมณ์เสีย,neg
254,เลิก,neg
255,เศร้า,neg
256,ทำเหี้ยไรผิด,neg
257,ฉิบหาย,neg
258,ประชด,neg
259,ขอเถียงขาดดิ้น,neg
260,เห็นร้องไห้,neg
261,หดหู่,neg
262,เจ็บคอไอไข้หวัด,neg
263,เห็นแก่ตัว,neg
264,อย่าคาดหวัง,neg
265,หลงทาง,neg
266,ป่วยไม่สบาย,neg
267,โดนทิ้ง,neg
268,ทุบตีไล่ออก,neg
269,หมดความอดทน,neg
270,เกรียน,neg
271,ผิดหวัง,neg
272,เพ้อเจ้อ,neg
273,บาป,neg
274,สังหาร,neg
275,กลัวเสียมันไป,neg
276,ถ้ามันเสียไปกู้กลับคือไม่เหมือนเดิม,neg
277,หมดละมันพังไปหมดละมันไม่เหลืออะไรอีก,neg
278,เกลียด,neg
279,คิดมันน้อย,neg
280,ลาก่อน,neg
281,ทำตัวไร้ค่า,neg
282,ทะเลาะ,neg
283,หลอกลวง,neg
284,งง,neg
285,อวดเก่ง,neg
286,กากเทห์ไม่เรื่อง,neg
287,อยู่ไม่ว่า,neg
288,ตามไม่ทัน,neg
289,ความเสี่ยง,neg
290,น่าสงสาร,neg
291,เจนน็อค,neg
292,ลาออกจากงาน,neg
293,เหนื่อยและเพลียก,neg
294,ถีบตกบันได,neg
295,ขายไม่ออก,neg
296,อกหักเพราะบอกเลิก,neg
297,พังยับเยิน,neg
298,ฉันผิดเอง,neg
299,นรกของชั่ว,neg
300,ตกนรกทั้ง,neg
301,แสบท้อง,neg
302,แสบแก้วหู,neg
303,ไม่เพราะ,neg
304,เสียเวลา,neg
305,มองโลกแง่ร้าย,neg
306,ร้ายกาจ,neg
307,ร้ายหลบหนีความผิด,neg
308,กดดัน,neg
309,กดขี่เรียกค่าไถ่,neg
310,กักขังสงสัย,neg
311,กระชากหน้ากากร้าย,neg
312,กระวนกระวาย,neg
313,ก่อกวน,neg
314,ก่อกรรมทำเข็ญ,neg
315,เรื่องกรุ่ม,neg
316,ยัดเยียดข้อกล่าวหา,neg
317,หลบหนีเข้าโดยไม่รับอนุญาต,neg
318,เขับ,neg
319,โดดตบหน้าเฟีย,neg
320,หลบหนีภาษี,neg
321,แพ้พนัน,neg
322,หมกมุ่นในเรื่องเพศกเกินไป,neg
323,ก่อมลพิษให้แวดล้อม,neg
324,ภาวะโลกร้อน,neg
325,โลกร้อน,neg
326,ไม่,neg
327,ไม่,neg
328,ปากทำพูดไม่รู้เรื่องอะไร,neg
329,เดินลำพังเยว,neg
330,หยุดเล่น,neg
331,ตัดไม้ทำลายป่า,neg
332,บุกรุกป่าไม้,neg
333,ทำลาย,neg
334,โลกร้อนเกิดจากการตัดไม้ทำลายป่า,neg
335,ทำล้มเหลว,neg
336,ไม่เหะสม,neg
337,ไม่โปรด,neg
338,แอบอ้างหลอกลวง,neg
339,พวกร,neg
340,ระยำ,neg
341,ชิบหาย,neg
342,สาส,neg
343,ป่าเถื่อน,neg
344,สอบตก,neg
345,เบื่อโรคอ้วน,neg
346,ล้มตกบันได,neg
347,แทบขาด,neg
348,รู้ตัวว่าไม่เหมือนใคร,neg
349,ปิดกั้น,neg
350,ท้อ,neg
351,ถูก,neg
352,ห่วย,neg
353,ไม่ตอบรับกลับ,neg
354,หมดอายุ,neg
355,สงครามความสูญเสีย,neg
356,เข่าอ่อน,neg
357,โดนเหยียด,neg
358,กังวล,neg
359,มองโลกในแง่ร้าย,neg
360,โกรธง่ายฉุนเฉียวบ่อย,neg
361,อ่อนเพลียง่าย,neg
362,ว้าวุ่น,neg
363,คิดไม่ตก,neg
364,อ้วกไม่สบาย,neg
365,รู้สึกแย่จัง,neg
366,ซ้ำรัก,neg
367,สละสิทธิ์,neg
368,ตกสัมภาษณ์,neg
369,บ่น,neg
370,ไว้อาลัย,neg
371,พรากจากไป,neg
372,งี่เง่า,neg
373,ประชดประชัน,neg
374,ข่มจุดด้อย,neg
375,เลอะเทอะ,neg
376,ย้อนแย้ง,neg
377,ละเมิดทำร้ายอื่น,neg
378,เลื่อนหาย,neg
379,เหยียด,neg
380,ไม่ระวังจึงเกิดอุบัติเหตุ,neg
381,เจ็บเกินพอหรือยังเมื่อไรพอซะทีต่างต่างรู้ว่าทำไม่,neg
382,แทงดำ,neg
383,มั่วแม่ง,neg
384,เซ็งเบื่อ,neg
385,ลีลาน่ารำคาญจริง,neg
386,เกียจคร้าน,neg
387,ทำงานแสนเข็ญ,neg
388,เลือดไหล,neg
389,รับความเสียหาย,neg
390,โกง,neg
391,เสียวตกบันได,neg
392,โดนแบน,neg
393,วิบัติ,neg
394,อาบัติ,neg
395,ล่วงละเมิด,neg
396,ไร้สาระ,neg
397,บรรลัย,neg
398,เมื่อยหลายๆ,neg
399,หล่นหาย,neg
400,มลทิน,neg
401,มลพิษ,neg
402,ยาพิษ,neg
403,เซ็ง,neg
404,พูดจาหไม่แดก,neg
405,เห็บห,neg
406,เพชฌฆาต,neg
407,ชกมก,neg
408,อัปมงคล,neg
409,อัปยศ,neg
410,ล้อเลียน,neg
411,ขัดข้อง,neg
412,ปัญหา,neg
413,ข้อพิพาทยังไม่ยุติ,neg
414,คอมมิวนิสต์เผด็จการ,neg
415,หนี้สิน,neg
416,เหินห่าง,neg
417,อู้งาน,neg
418,ขัดขืน,neg
419,ปลดระวาง,neg
420,ข่มขืน,neg
421,กระทืบ,neg
422,กระทำชำ,neg
423,กระทำอนาจาร,neg
424,แก่งแย่งชิง,neg
425,ข่มขวัญ,neg
426,ขัดขวาง,neg
427,ขี้โม้,neg
428,คดโกง,neg
429,คลื่นไส้,neg
430,คลาดเคลื่อน,neg
431,คว่ำบาตร,neg
432,คอร์รัปชัน,neg
433,คัดค้าน,neg
434,เคร่งเครียด,neg
435,ถูก,neg
436,หมิ่น,neg
437,ทุบตี,neg
438,ดำ,neg
439,เนร,neg
440,แตกสลาย,neg
441,ขาดดุล,neg
442,ขาดทุน,neg
443,หลบหน้า,neg
444,เดือดเนื้อร้อน,neg
445,โง่ปัญญาอ่อน,neg
446,อืดช้า,neg
447,แผลหมดสนุก,neg
448,ความเหลื่อมล้ำ,neg
449,จากหรือจากตายสุดท้ายจากไป,neg
450,เหลือความทรงจำรอลืมเลือน,neg
451,ไม่รอยยิ้ม,neg
452,ตอกย้ำความเจ็บปวด,neg
453,ไม่เมตตาปราณี,neg
454,สายเกินไป,neg
455,พลัดพราก,neg
456,กักขัง,neg
457,สยองขวัญ,neg
458,ด่าหีแหก,neg
459,ไร้สาระ,neg
460,โกหก,neg
461,ดันทุรังดื้อดึง,neg
462,กวนตีน,neg
463,เวิ้งว้าง,neg
464,ไว้อาลัย,neg
465,ซ้ำ,neg
466,ตัณหา,neg
467,ลืมตัว,neg
468,โง่เขลา,neg
469,สาบสูญ,neg
470,จรจัด,neg
471,งอแง,neg
472,ขัดผลประโยชน์,neg
473,ฉิบหาย,neg
474,สมเพช,neg
475,เบียดเบียน,neg
476,ขยะสังคมสัส,neg
477,ด่าลับหลัง,neg
478,เสียดสี,neg
479,มะเร็ง,neg
480,อคติ,neg
481,ไม่ทันคิด,neg
482,แหกตา,neg
483,ไม่รู้จักโลก,neg
484,โวยวาย,neg
485,เฮงซวย,neg
486,แม่งมั่วซั่วไปหมด,neg
487,เสียสติด้วยความคลั่ง,neg
488,อุปสรรค,neg
489,ขัดสน,neg
490,ทวงแค้น,neg
491,กลุ้มอึดอัด,neg
492,ไม่ไหว,neg
493,อันตรายถึงตาย,neg
494,งงงวย,neg
495,ก้าวร้าว,neg
496,ยากก,neg
497,เบลอ,neg
498,ปล้น,neg
499,โดนดุ,neg
500,อุบาท,neg
501,ครหา,neg
502,โสโครก,neg
503,หายนะ,neg
504,กระวนกระวาย,neg
505,เวียนหัว,neg
506,ซ้ำร้าย,neg
507,ฟุ้งเฟ้อ,neg
508,ฟุ่มเฟือย,neg
509,ด้านลบ,neg
510,หงุดหงิด,neg
511,ไม่เนียน,neg
512,ประจาน,neg
513,ดับอนาถ,neg
514,เศร้าสลดเสีย,neg
515,ยกเลิก,neg
516,ถลอก,neg
517,เจตนาไม่,neg
518,อ่อนเพลีย,neg
519,ระงับ,neg
520,สิ้นเปลือง,neg
521,วังเวงน่าสยดสยอง,neg
522,เยาะเย้ย,neg
523,อิจฉาริษยา,neg
524,เบียดเสียดเยียดยัด,neg
525,เกะกะ,neg
526,อาฆาตดร้าย,neg
527,หมิ่นประท,neg
528,หมิ่น,neg
529,สาปแช่ง,neg
530,โจมตี,neg
531,ผิดเพี้ยน,neg
532,คงร้องไห้,neg
533,ไม่เข้า,neg
534,ระแวง,neg
535,ย่อยยับ,neg
536,สกปรก,neg
537,อัปปรี,neg
538,เหน็บแนม,neg
539,ติดคุก,neg
540,ขาดแคลน,neg
541,คุกคาม,neg
542,โกรธแคือง,neg
543,ล้าหลัง,neg
544,ยุ่งยาก,neg
545,ริดรอน,neg
546,นักเลง,neg
547,กำพร้า,neg
548,พาล,neg
549,บิดเบือน,neg
550,กลั่นแกล้ง,neg
551,ขัดแข้งขัดขา,neg
552,ขัดผลประโยชน์,neg
553,หกล้ม,neg
554,ย่อท้อ,neg
555,เหงา,neg
556,โรยร่วง,neg
557,บ่ฮัก,neg
558,คลุมเครือ,neg
559,ยาจก,neg
560,เสแสร้งจอมปลอม,neg
561,ตอแหล,neg
562,ช็อค,neg
563,ล่าช้า,neg
564,โมโห,neg
565,เหยียดหยาม,neg
566,หวั่นไหว,neg
567,สูญเสีย,neg
568,ตำหนิ,neg
569,แตกแยก,neg
570,ด่างพร้อย,neg
571,หยาบคาย,neg
572,พังทลาย,neg
573,ทรุดโทรม,neg
574,แตกหัก,neg
575,กบฏ,neg
576,ข่มเหง,neg
577,ยุ่งเหยิง,neg
578,โลเล,neg
579,ชิ,neg
580,ชิชะ,neg
581,ชิชิ,neg
582,แล้ว,neg
583,ว้า,neg
584,เสร็จ,neg
585,เสร็จเลย,neg
586,หือ,neg
587,หน็อยแน่,neg
588,อูย,neg
589,โอย,neg
590,โอ๊ย,neg
591,แฮก,neg
592,สัสเสีอก,neg
593,อีเหี้ย,neg
594,เจ็บแสบ,neg
595,ลาก่อน,neg
596,ควายแดง,neg
597,สลิ่ม,neg
598,กระจุกกระจิก,neg
599,กระดาน,neg
600,แก่,neg
601,เกรียน,neg
602,เกเร,neg
603,เกิน,neg
604,ขวางโลก,neg
605,ขัดสมาธิ,neg
606,ขุ่น,neg
607,คมคาย,neg
608,กระเซอะกระเซิง,neg
609,เคร่งขรึม,neg
610,เครียด,neg
611,งอ,neg
612,งอแง,neg
613,โง่,neg
614,จังไร,neg
615,จัญไร,neg
616,เจือ,neg
617,เจือจาง,neg
618,ต่ำ,neg
619,ต่ำต้อย,neg
620,ฉูดฉาด,neg
621,ชั่ว,neg
622,ชู้สาว,neg
623,ซวย,neg
624,ซ้ำ,neg
625,ซ้ำซ้อน,neg
626,ซ้ำร้าย,neg
627,เซ่อ,neg
628,ดุดัน,neg
629,ดุร้าย,neg
630,ตกม้าตาย,neg
631,ทราม,neg
632,ทะลุ,neg
633,ทุเรศ,neg
634,เทียม,neg
635,นักเลง,neg
636,ลบ,neg
637,เบื่อ,neg
638,ปรัมปรา,neg
639,เท็จ,neg
640,ตอแหล,neg
641,ตาขาว,neg
642,ฉุนเฉียว,neg
643,เฉโก,neg
644,เฉื่อย,neg
645,ชะงัด,neg
646,ชู้สาว,neg
647,ซวย,neg
648,ซ้ำซ้อน,neg
649,ซ้ำร้าย,neg
650,ซุกซน,neg
651,เซ,neg
652,เซ่อ,neg
653,เซา,neg
654,ดื้อ,neg
655,ดุร้าย,neg
656,เดียรดาษ,neg
657,ตกม้าตาย,neg
658,ตรงข้าม,neg
659,ตระหนี่ถี่เหนียว,neg
660,ตอแหล,neg
661,ตาขาว,neg
662,ต่ำ,neg
663,ต่ำต้อย,neg
664,ติดเชื้อ,neg
665,เตี้ย,neg
666,ถวัล,neg
667,ทรหด,neg
668,ทราม,neg
669,ทะลุ,neg
670,ทื่อ,neg
671,ทุเรศ,neg
672,เท็จ,neg
673,เทียม,neg
674,น้อย,neg
675,นักเลง,neg
676,น่าย,neg
677,บิ่น,neg
678,บุ๋ม,neg
679,เบี่ยง,neg
680,เบื่อ,neg
681,ป้อ,neg
682,ปากเสีย,neg
683,ปากหมา,neg
684,ปาราชิก,neg
685,เป็นลม,neg
686,เปล่าเปลี่ยว,neg
687,เปื่อย,neg
688,แปร่ง,neg
689,ผรุส,neg
690,ผิด,neg
691,ผิดหวัง,neg
692,เผ็ดร้อน,neg
693,เผล,neg
694,แผลง,neg
695,พด,neg
696,พล่าน,neg
697,พิการ,neg
698,พี,neg
699,ฟก,neg
700,เพี้ยน,neg
701,แพง,neg
702,ฟก,neg
703,ฟาง,neg
704,แฟบ,neg
705,มัวหมอง,neg
706,โมเม,neg
707,ยับ,neg
708,ยืด,neg
709,ยุ่งเหยิง,neg
710,โย้,neg
711,รกเรื้อ,neg
712,ร่อแร่,neg
713,รัดกุม,neg
714,ร้าย,neg
715,ร้ายกาจ,neg
716,ริบ,neg
717,รุนแรง,neg
718,รุกรุย,neg
719,รุ่ยร่าย,neg
720,ล้ม,neg
721,ลัก,neg
722,ล้าสมัย,neg
723,ลำบาก,neg
724,ล้ำ,neg
725,เลว,neg
726,โลเล,neg
727,ว่ายาก,neg
728,วิปโยค,neg
729,วิประโยค,neg
730,วิเวก,neg
731,สลัว,neg
732,สวก,neg
733,สวะ,neg
734,สะเหล่อ,neg
735,สั้น,neg
736,สันหลังยาว,neg
737,สับปลับ,neg
738,สัพเพเหระ,neg
739,สิ้นสติ,neg
740,สูญ,neg
741,เสีย,neg
742,เสื่อมโทรม,neg
743,เสื่อมเสีย,neg
744,โสโครก,neg
745,โสมม,neg
746,หงุดหงิด,neg
747,หน้าด้าน,neg
748,หนาว,neg
749,หมองมัว,neg
750,หมิ่น,neg
751,หยาบ,neg
752,หยอก,neg
753,หรี่,neg
754,หลง,neg
755,ห่วย,neg
756,หวิว,neg
757,หวะ,neg
758,หึง,neg
759,หัวสูง,neg
760,เหงา,neg
761,เหม็น,neg
762,เหี้ย,neg
763,เหียก,neg
764,เหี้ยมโหด,neg
765,แหย,neg
766,โหดร้าย,neg
767,โหดเหี้ยม,neg
768,ไหม้,neg
769,อกตัญญู,neg
770,อกแตก,neg
771,อลัชชี,neg
772,อ้วก,neg
773,อ้วน,neg
774,อ๋อง,neg
775,อ่อนเพลีย,neg
776,อื้อฉาว,neg
777,เอน,neg
778,﻿ฆ่า,neg
779,ตัด,neg
780,ข่ม,neg
781,ข่มขืน,neg
782,ขโมย,neg
783,ตาย,neg
784,ตก,neg
785,ล้ม,neg
786,เสียใจ,neg
787,กดดัน,neg
788,กัก,neg
789,กดขี่,neg
790,กักขัง,neg
791,กระชาก,neg
792,กระวนกระวาย,neg
793,กระแทก,neg
794,กระทืบ,neg
795,ก่อกวน,neg
796,ก่อกรรมทำเข็ญ,neg
797,กระทำชำเรา,neg
798,กระทำอนาจาร,neg
799,กระแทกกระทั้น,neg
800,กระตุกหนวดเสือ,neg
801,กระอัก,neg
802,กระหึ่ม,neg
803,กริ่งใจ,neg
804,โกหก,neg
805,กราดเกรี้ยว,neg
806,กวาดล้าง,neg
807,กรรโชก,neg
808,กดราคา,neg
809,ร้องไห้,neg
810,กลัว,neg
811,กลั่นแกล้ง,neg
812,เศร้า,neg
813,ร้องไห้,neg
814,แพง,neg
815,กำเริบ,neg
816,แกว่ง,neg
817,ขัดใจ,neg
818,กล่าวหา,neg
819,ก้าวก่าย,neg
820,กำจัด,neg
821,กังขา,neg
822,กอบโกย,neg
823,กวน,neg
824,กวนตีน,neg
825,กัด,neg
826,กังวล,neg
827,เกร็ง,neg
828,เกรงกลัว,neg
829,เกรงใจ,neg
830,เกลียด,neg
831,เกลื่อน,neg
832,โกหก,neg
833,แก่งแย่ง,neg
834,ข่มขวัญ,neg
835,ข่มขี่,neg
836,ข่มขู่,neg
837,ขวาง,neg
838,ขัดขืน,neg
839,ขัดข้อง,neg
840,ขัดขวาง,neg
841,ร้องเรียน,neg
842,ขัง,neg
843,ขาดแคลน,neg
844,ขาดทุน,neg
845,ขายชาติ,neg
846,ขายขี้หน้า,neg
847,ขายหน้า,neg
848,ขาลง,neg
849,ขี้,neg
850,ขีดฆ่า,neg
851,ขี้โม้,neg
852,ขืน,neg
853,ขืนใจ,neg
854,ขู่,neg
855,ขู่เข็ญ,neg
856,ขูดรีด,neg
857,เขี่ย,neg
858,เขวี้ยง,neg
859,คต,neg
860,คดโกง,neg
861,คดงอ,neg
862,ครอบงำ,neg
863,คลื่นไส้,neg
864,คลาดเคลื่อน,neg
865,คว้าน้ำเหลว,neg
866,คว่ำ,neg
867,คว่ำบาตร,neg
868,คอร์รัปชัน,neg
869,คะนอง,neg
870,คับ,neg
871,คับคั่ง,neg
872,คัด,neg
873,คัดค้าน,neg
874,ค้าง,neg
875,ค้างคา,neg
876,ค้างคาใจ,neg
877,คาใจ,neg
878,คุกเข่า,neg
879,คุ้มเกรง,neg
880,คุมขัง,neg
881,คุมตัว,neg
882,เค้น,neg
883,เคร่ง,neg
884,เคร่งเครียด,neg
885,เคราะห์ซ้ำกรรมซัด,neg
886,เคือง,neg
887,แค้น,neg
888,ใคร่ครวญ,neg
889,ฆ่าแกง,neg
890,ฆาต,neg
891,ฆ่าตัดตอน,neg
892,ฆ่าฟัน,neg
893,ฆ่าไม่ตายขายไม่ขาด,neg
894,ฆ่ายกครัว,neg
895,ฆ่าล้างโคตร,neg
896,เฆี่ยน,neg
897,งง,neg
898,งงงวย,neg
899,งก,neg
900,งด,neg
901,เงี่ยน,neg
902,จน,neg
903,จม,neg
904,จำโซ่,neg
905,จิก,neg
906,จำนำ,neg
907,จิตตก,neg
908,จับกุม,neg
909,จำกัด,neg
910,เจ็บ,neg
911,เจ็บไข้,neg
